"n_distributor_id","dist_name","item_code","item_name","category_abc","category_fms","volume","pack","last_sale_date","last_purchase_date","last_stock_adjustment_date","last_sale_return_date","last_customer_breakage_expiry_date","last_godown_breakage_expiry_date","sale_amt","purchase_amt","stock_adjustment_amt","sale_return_amt","customer_breakage_expiry_amt","godown_breakage_expiry_amt","sale_qty","purchase_qty","stock_adjustment_qty","sale_return_qty","customer_breakage_expiry_qty","godown_breakage_expiry_qty","line_cut_customer_count","line_cut_challan_count","line_cut_no_of_days","line_cut_total_qty"
2,Simba,7446,TIGATEL AM 40 MG TABLET 20 NO`S,C,M,51.8,STRIP,2023-04-16,2023-04-14,,,,,12269.05,11115.02,,,,,74.000,70.000,,,,,2,2,2,2.0
2,Simba,7633,Z & D DS 20 SUSPENSION 15 ML,B,F,189.1,BOTTLE,2023-04-20,2023-03-26,2023-03-28,2023-04-20,,,28410.33,34314.99,0.00,1017.95,,,444.000,600.000,46.000,16.000,,,6,7,5,4.0
2,Simba,7790,VILTACEF 125MG 30ML DRY SYRUP,D,S,188.6,BOTTLE,2023-04-08,,,,,,361.32,,,,,,4.000,,,,,,1,1,1,4.0
2,Simba,7928,FEELAL 10TAB,D,S,67.0,STRIP,2023-04-19,2023-04-14,2023-04-19,,,,1163.95,1993.00,-183.20,,,,28.000,50.000,19.000,,,2.000,,,,
2,Simba,8263,SOLVIN DECONGESTANT 15TAB,C,F,10.2,STRIP,2023-04-20,2023-04-15,2023-04-02,2023-03-31,,,9627.41,7278.40,0.00,96.03,,,199.000,160.000,4.000,2.000,,,1,1,1,-1.0
2,Simba,8755,GARLIC PEARLS 100`S,C,F,270.3,BOTTLE,2023-03-26,2023-03-22,2023-03-29,,2023-04-17,2023-04-17,21686.19,3857.00,-96.43,,482.15,482.15,212.000,40.000,45.000,,5.000,,5,7,4,7.0
2,Simba,8973,CEFASYN 500 4TAB CEFUROXIME(500MG)(NON RETURNABLE),D,M,74.1,STRIP,2023-04-19,2023-03-21,,,,,2540.25,987.80,,,,,45.000,20.000,,,,,,,,
2,Simba,9399,ALCAL D 15TAB (NON RETURNABLE),D,S,44.2,STRIP,2023-04-20,,,,,,625.86,,,,,,76.000,,,,,,,,,
2,Simba,9445,ALMEFKEM SPAS 10TAB (NON RETURNABLE),D,S,20.0,STRIP,2023-04-19,2023-03-21,,,,,291.25,611.40,,,,,25.000,60.000,,,,,,,,
2,Simba,40603,BRIV + 100 MG TABLET 10 NOS,D,N,,,,,2023-03-28,,,,,,-171.22,,,,,,1.000,,,,,,,
2,Simba,40961,VIT FORCE CAPSULE 10 NOS,D,S,0.0,NaN,2023-04-18,2023-04-14,2023-04-12,2023-03-25,,,2060.82,1717.20,-85.86,95.97,,,21.000,20.000,13.000,1.000,,,1,1,1,2.0
2,Simba,41128,CELEVIDA LIV CHOCOLATE POWDER 400 GM,C,S,3063.0,JAR,2023-04-17,,2023-04-08,2023-04-10,,,10694.28,,0.00,7383.09,,,10.000,,4.000,7.000,,,,,,
2,Simba,41148,PRELIFE NT TABLET 10 NOS,C,M,0.0,NaN,2023-04-20,2023-04-14,,,,,11019.70,16392.01,,,,,90.000,150.000,,,,,,,,
2,Simba,41212,SEBAMED SENSITIVE SKIN MOISTURIZING CREAM 100 ML,D,S,487.3,BOTTLE,2023-04-19,2023-03-31,2023-03-22,,,,6348.12,5562.12,0.00,,,,13.000,12.000,2.000,,,,1,1,1,0.0
2,Simba,41292,PCM 650 MG 10TAB PARACETAMOL(650MG),D,S,28.1,STRIP,,,2023-04-19,,,,,,0.31,,,,,,4.000,,,1.000,1,1,1,1.0
2,Simba,41354,ROLLED BANDAGE NEW 7.5CMX3MT 12S LIVEASY SURGICAL,C,M,656.1,BOX,2023-04-20,2023-04-17,2023-04-18,2023-04-05,,,8613.00,7952.00,0.00,99.00,,,87.000,160.000,6.000,1.000,,,1,1,1,-3.0
2,Simba,41365,ABSORBENT COTTON 500 GM,D,S,0.0,NaN,2023-04-05,,2023-03-31,,,,3454.39,,0.00,,,,21.000,,10.000,,,,,,,
2,Simba,41455,ACTIBLOK IPR 25 TABLET 10 NOS,D,S,13.3,STRIP,,2023-03-30,,,,,,527.38,,,,,,24.000,,,,1.000,,,,
2,Simba,49116,NAIL PAINT REMOVER 120ML LIVEASY ESSENTIALS,C,F,236.7,BOTTLE,2023-04-20,2023-04-17,2023-04-11,2023-04-17,,,5750.25,13545.09,0.00,327.25,,,123.000,430.000,48.000,7.000,,,,,,
2,Simba,50135,PROLET 12.5 MG TABLET 15 NOS,D,S,23.3,STRIP,2023-04-12,2023-04-20,,,,,1710.17,3092.00,,,,,26.000,50.000,,,,,,,,
2,Simba,50387,GLAVITOP 20 TABLET 10 NOS,D,S,0.0,NaN,,,2023-04-20,,,,,,0.00,,,,,,2.000,,,1.000,,,,
2,Simba,51088,DIVAA 250 TABLET 15 NOS,D,S,58.5,STRIP,2023-04-10,2023-03-31,,2023-04-06,,,4013.00,3600.00,,190.00,,,42.000,40.000,,2.000,,,,,,
2,Simba,51963,SENSODYNE SENSITIVE SOFT BRUSH +HIGRPK 14 GM 6 NOS,D,S,0.0,NaN,,,2023-03-21,,,,,,-393.84,,,,,,2.000,,,,1,1,1,1.0
2,Simba,51975,IRROCHEL Z SYRUP 150 ML,D,S,369.9,BOTTLE,2023-04-13,2023-04-20,,,,,448.95,3054.80,,,,,3.000,25.000,,,,,,,,
2,Simba,52073,LIDESC SPRAY 20ML LIDOCAINE(100MG),D,S,104.3,BOTTLE,2023-04-12,,,,,,2125.00,,,,,,56.000,,,,,,,,,
2,Simba,52386,ROSUCIA 20 TABLET 10 NOS,D,S,12.792,STRIP,,,2023-04-02,,,,,,138.04,,,,,,1.000,,,1.000,,,,
2,Simba,52740,HOHNER WEIGHT LOSS CAPSULE 30 NOS,D,S,312.9,BOTTLE,2023-03-23,,,2023-03-25,,,642.79,,,642.79,,,3.000,,,3.000,,,,,,
2,Simba,52823,LINARES 5 TABLET 10 NOS,C,F,21.0,STRIP,2023-04-20,2023-03-31,,2023-04-06,,,54423.88,85822.70,,305.35,,,533.000,890.000,,3.000,,,3,3,2,11.0
2,Simba,52869,DICLOTREAT HOT GEL 30GM TRUECURE,C,M,130.8,TUBE,2023-04-20,,2023-03-31,2023-04-12,,,24482.50,,0.00,825.00,,,1009.000,,750.000,24.000,,,16,16,12,91.0
2,Simba,53012,ZEBLONG T 8/80 TABLET 10 NOS,D,S,67.0,STRIP,2023-04-05,2023-03-30,,,,,201.66,955.30,,,,,2.000,10.000,,,,,,,,
2,Simba,53357,TONE 4 U SYRUP 200 ML,D,S,0.0,NaN,2023-04-17,,2023-04-05,,,,1298.10,,0.00,,,,13.000,,12.000,,,,,,,
2,Simba,53364,IDPAN DSR CAPSULE 10 NOS,D,S,0.0,NaN,2023-04-09,2023-04-15,,2023-04-15,,,2806.11,2121.30,,754.27,,,41.000,33.000,,11.000,,3.000,,,,
2,Simba,53370,ITFAZE 200 CAPSULE 10 NOS,D,S,0.0,NaN,2023-04-13,2023-03-27,,,,,1589.31,1285.70,,,,,12.000,11.000,,,,,,,,
2,Simba,53444,NERVMAX D 50/20 CAPSULE 10 NOS,D,S,0.0,NaN,2023-04-19,2023-04-12,2023-03-29,,,,1584.61,3728.40,0.00,,,,16.000,40.000,2.000,,,,2,2,2,2.0
2,Simba,54282,TRUETIDINE 150 30TAB(RANITIDINE 150MG),B,F,69.7,STRIP,2023-04-20,2023-03-31,2023-04-20,2023-03-28,,,32493.30,27839.98,0.00,487.60,,,1781.000,2320.000,150.000,25.000,,,1,1,1,3.0
2,Simba,54437,GEMINOR M 0.5 TABLET 15 NOS,D,M,45.8,STRIP,2023-04-20,2023-03-31,2023-04-20,,,,6089.00,10182.00,0.00,,,,117.000,200.000,30.000,,,,1,1,1,0.0
2,Simba,54681,BRIVANEXT 50 TABLET 10 NOS,C,M,35.7,STRIP,2023-04-20,2023-04-20,2023-04-19,2023-04-10,,,9374.83,8470.40,0.00,508.91,,,87.000,90.000,10.000,5.000,,,2,2,2,5.0
2,Simba,54813,TELMIJUB BETA 25 TABET 15 NOS,C,M,126.70020799999999,STRIP,2023-04-20,,,2023-03-27,,,11873.17,,,415.18,,,115.000,,,4.000,,,2,2,2,1.0
2,Simba,55568,SIGLYN M 100/1000 TABLET 10 NOS,D,S,67.0,STRIP,2023-04-20,,,,,,553.73,,,,,,5.000,,,,,,,,,
2,Simba,56010,ROSIRICH TABLET 30 NOS,D,S,0.0,NaN,2023-04-18,2023-04-05,,2023-04-11,,,2492.58,3935.60,,2077.13,,,6.000,10.000,,5.000,,,,,,
2,Simba,56112,XFOLIA NX 2% SOLUTION 60 ML,D,S,0.0,NaN,2023-04-17,,,2023-03-24,,,3632.33,,,515.03,,,8.000,,,1.000,,,,,,
2,Simba,56289,LS BELT PRO XXL GREY LIVEASY OSG 1S,C,M,,,2023-04-18,,2023-04-03,2023-04-15,,,11746.56,,0.00,932.38,,,26.000,,2.000,2.000,,,,,,
2,Simba,56479,APIXAPIL 2.5 TABLET 10 NOS,D,S,0.0,NaN,2023-04-20,2023-04-12,2023-04-11,,,,983.54,964.20,1349.88,,,,19.000,20.000,42.000,,,,3,3,3,7.0
2,Simba,56745,HALONEXT 35 LOTION 30 ML,D,S,0.0,NaN,2023-04-01,2023-04-12,,2023-03-27,,,341.07,1607.10,,169.64,,,2.000,10.000,,1.000,,,,,,
2,Simba,56865,WINBP CT 20/6.25 TABLET 10 NOS,D,S,85.8,STRIP,2023-04-19,,,,,,241.96,,,,,,2.000,,,,,,,,,
2,Simba,56979,CETALORE M TABLET 10 NOS,D,S,0.0,NaN,2023-04-19,2023-04-20,,,,,2025.55,1530.00,,,,,25.000,20.000,,,,,,,,
2,Simba,57040,ALLERCET COLD DROP 15 ML,D,S,0.0,NaN,2023-04-09,,,2023-04-07,,,603.50,,,97.18,,,14.000,,,2.000,,,,,,
2,Simba,57169,DAPEFY S 5/100 TABLET 15 NOS,D,S,0.0,NaN,2023-04-19,,2023-03-31,2023-04-08,,,2597.31,,-163.93,174.85,,,15.000,,1.000,1.000,,,4,4,4,4.0
2,Simba,57290,MEDERMA PM INTENSIVE OVERNIGHT SCAR CREAM 10 GM,C,M,0.0,NaN,2023-04-17,2023-04-15,2023-04-05,2023-04-11,,,14365.31,15150.33,0.00,1320.21,,,44.000,48.000,8.000,4.000,,,1,1,1,0.0
2,Simba,57647,HYCIBEX + TABLET 10 NOS,D,S,287.1,STRIP,2023-04-14,2023-04-20,2023-04-17,,,,726.52,2294.20,-4014.85,,,,6.000,20.000,105.000,,,,,,,
2,Simba,58205,LOVAX 600 TABLET 15 NOS,D,S,39.5,STRIP,2023-04-20,2023-04-19,2023-03-25,2023-03-29,,,7031.63,6085.20,0.00,132.54,,,52.000,45.000,6.000,1.000,,,2,2,2,0.0
2,Simba,58241,REGASKY PLUS TABLET 10 NOS,D,S,0.0,NaN,2023-03-31,,2023-04-05,2023-04-06,,,638.74,,1591.36,104.98,,,6.000,,16.000,1.000,,55.000,,,,
2,Simba,58603,COSPIAQ MET 12.5/1000 TABLET 10 NOS,D,N,,,2023-04-16,,,,,,947.20,,,,,,3.000,,,,,,1,1,1,1.0
2,Simba,58702,NULONG MT 25 TABLET 15 NOS,D,M,,,2023-04-19,2023-03-31,,,,,2221.45,1258.50,,,,,25.000,15.000,,,,3.000,2,2,2,4.0
2,Simba,58906,FOLPRIME L TABLET 15 NOS,D,S,,,2023-04-10,,,2023-03-27,,,3989.43,,,348.26,,,31.000,,,3.000,,,3,3,3,4.0
2,Simba,32508,COMBUTOL 600 TABLET 10 NOS,C,F,51.6,STRIP,2023-04-20,2023-04-18,2023-04-19,,,,8240.38,7228.44,52.38,,,,296.000,276.000,18.000,,,4.000,2,2,2,2.0
2,Simba,32548,BIWORK CREAM 10 GM,D,S,60.3,TUBE,2023-04-02,,,,,,470.22,,,,,,7.000,,,,,,,,,
2,Simba,32708,COMBUTOL 400 TABLET 10 NOS,D,M,19.2,STRIP,2023-04-19,2023-04-08,2023-03-21,2023-04-20,,,6966.12,6942.78,-119.43,53.65,,,393.000,414.000,7.000,3.000,,,3,3,2,10.0
2,Simba,32716,CORCIUM PLUS CAPSULE 10 NOS,C,M,33.3,STRIP,2023-04-15,2023-04-18,2023-04-06,2023-03-23,,,4727.30,6126.00,-143.59,490.09,,,29.000,40.000,3.000,3.000,,1.000,1,1,1,1.0
2,Simba,33438,FENCETA PLUS 60ML SUSPENSION,D,M,137.2,BOTTLE,2023-04-20,2023-04-12,2023-04-15,2023-04-03,,,3406.83,6479.20,0.00,708.83,,,148.000,300.000,36.000,31.000,,,5,5,4,-10.0
2,Simba,33837,DABICLOT 110 CAPSULE 10 NO`S,C,M,65.2,STRIP,2023-04-18,2023-04-12,2023-04-08,,2023-03-29,2023-03-29,15181.69,17472.60,0.00,,970.70,970.70,76.000,90.000,8.000,,5.000,,,,,
2,Simba,34071,LEVOMAC 250 TABLET 10 NOS,D,M,21.0,STRIP,2023-04-18,2023-03-31,,,,,1131.42,1127.20,,,,,37.000,40.000,,,,,1,1,1,0.0
2,Simba,34267,MONIT 10 TABLET 15 NOS,D,S,8.4,STRIP,2023-04-17,2023-03-31,,,,,399.45,1883.20,,,,,16.000,80.000,,,,,,,,
2,Simba,34761,TESTOVIRON DEPOT 100 MG INJECTION 1 ML,D,S,17.8,AMPOULE,2023-04-14,2023-04-07,2023-04-07,,,,4663.86,4426.20,442.62,,,,31.000,30.000,11.000,,,,3,3,3,4.0
2,Simba,35301,B BACT OINT,C,M,73.9,TUBE,2023-04-19,2023-04-16,2023-04-16,,,,19421.09,23666.04,0.00,,,,87.000,120.000,4.000,,,,1,1,1,0.0
2,Simba,35349,WAL D3 PLUS DROPS,C,F,123.3,BOTTLE,2023-04-20,2023-04-16,,2023-04-04,,,18095.77,25404.90,,141.14,,,128.000,190.000,,1.000,,,1,1,1,1.0
2,Simba,35440,LAFORMIN GV-2MG 10TAB,B,F,31.1,STRIP,2023-04-20,2023-04-09,,2023-04-07,,,17249.66,33877.60,,315.52,,,163.000,340.000,,3.000,,1.000,1,1,1,1.0
2,Simba,35447,ROSLAREN 10MG 10TAB,C,F,16.0,STRIP,2023-04-20,2023-04-09,2023-03-27,2023-04-11,,,19344.48,35846.30,699.44,741.17,,,209.000,410.000,8.000,8.000,,,8,8,7,7.0
2,Simba,35533,ZAC D CHEWABLE TABLET 15 NO`S,C,M,84.8,STRIP,2023-04-18,2023-03-28,2023-04-04,,,,4617.78,4242.84,0.00,,,,42.000,44.000,2.000,,,,,,,
2,Simba,35717,SET WET VERTICAL HOLD 250ML HAIR GEL,D,S,,,2023-04-14,,,2023-04-08,,,666.05,,,133.21,,,5.000,,,1.000,,,,,,
2,Simba,36316,NO SCARS CREAM 20 GM(NON RETURNABLE),B,F,200.4,TUBE,2023-03-29,,,2023-04-03,,,5169.60,,,358.20,,,29.000,,,2.000,,,,,,
2,Simba,36387,ITRATUF SB CAPSULE 10 NOS,D,S,140.6,STRIP,2023-04-18,,2023-04-18,2023-04-18,,,1861.81,,308.58,109.72,,,17.000,,7.000,1.000,,,1,1,1,0.0
2,Simba,36749,DIGENE ASSORTED TABLET 15 NO`S,D,M,32.6,STRIP,2023-04-19,2023-03-31,,2023-04-03,,,1862.00,2793.60,,32.76,,,125.000,200.000,,2.000,,1.000,,,,
2,Simba,37567,ALDONIL TABLET 10 NO`S,C,M,9.0,STRIP,2023-04-20,2023-04-07,2023-03-30,2023-04-17,,,8581.69,8536.80,0.00,989.61,,,77.000,80.000,10.000,9.000,,1.000,3,3,3,-3.0
2,Simba,38698,MIOKOOL DSR CAPSULE 10 NOS,D,S,67.0,STRIP,2023-04-18,2023-04-11,,,,,3311.94,3151.34,,,,,41.000,44.000,,,,,1,1,1,0.0
2,Simba,38957,ARA EYE GEL 10 GM,C,M,50.0,TUBE,2023-04-18,2023-04-09,2023-03-30,,,,4416.71,5567.20,0.00,,,,15.000,20.000,2.000,,,,,,,
2,Simba,39332,MEPHALIP TABLET 10 NOS,D,N,,,,,2023-04-06,,,,,,459.65,,,,,,5.000,,,5.000,,,,
2,Simba,39742,T VOBIT VX2 TABLET 10 NOS,D,S,41.4,STRIP,2023-04-15,2023-04-09,2023-04-17,,,,2037.12,1919.94,87.27,,,,22.000,22.000,1.000,,,1.000,1,1,1,2.0
2,Simba,40731,REJUVANCE CAPSULE 10 NOS,C,M,0.0,NaN,2023-04-20,2023-04-01,2023-03-28,2023-04-18,,,15150.75,22789.50,0.00,806.92,,,94.000,175.000,22.000,5.000,,,2,2,2,2.0
2,Simba,59583,PROLYTE ORS PINEAPPLE LIQUID 200 ML,D,N,,,,2023-04-18,,,,,,9114.34,,,,,,600.000,,,,,,,,
2,Simba,59669,PLAYGARD MORE PLAY+ SUPER DOTTED COMBO PACK 10S,D,N,,,,2023-03-24,,,,,,665.76,,,,,,16.000,,,,,,,,
2,Simba,59750,MEDICINE TROLLEY 1 NOS,,,,,2023-03-29,2023-03-29,,,,,31200.00,24000.00,,,,,4.000,4.000,,,,,,,,
2,Simba,59767,LABOR TABLE WITH MATTRESS,,,,,2023-03-30,2023-04-06,2023-03-30,,,,104000.00,72800.00,72800.00,,,,4.000,4.000,4.000,,,,,,,
2,Simba,579,PALIDO OD 3 10TAB,D,S,24.6,STRIP,2023-04-19,2023-04-13,,,,,1350.88,1106.40,,,,,23.000,20.000,,,,,,,,
2,Simba,3324,AZULIX 1 MF 15TAB,A,F,36.0,STRIP,2023-04-20,2023-04-19,2023-04-18,2023-04-20,,,56808.22,47827.20,-182.12,1567.57,,,537.000,480.000,176.000,15.000,,3.000,9,9,6,-45.0
2,Simba,3381,COREX DX COUGH SYP,C,F,121.8,BOTTLE,2023-04-20,2023-04-17,2023-04-07,2023-04-15,,,8300.91,7593.83,0.00,240.03,,,155.000,155.000,4.000,5.000,,2.000,1,1,1,-70.0
2,Simba,3400,MAGNEX 1 GM,C,S,99.8,VIAL,2023-04-14,2023-04-09,,,,,4630.86,12851.09,,,,,10.000,29.000,,,,,1,1,1,-18.0
2,Simba,5540,TAZZLE 5MG 10TAB,B,F,7.2,STRIP,2023-04-20,2023-04-12,2023-03-29,2023-03-25,,,15031.95,17089.56,-307.92,328.46,,,92.000,111.000,2.000,2.000,,1.000,3,3,2,5.0
2,Simba,5871,KLM FX 180 10TAB,C,M,90.4,STRIP,2023-04-20,2023-04-20,2023-04-15,2023-04-14,,,16673.03,15139.50,0.00,745.73,,,157.000,150.000,2.000,7.000,,,1,1,1,1.0
2,Simba,6107,TOLAZ LA 300MG INJECTION KIT,C,S,215.3,INJECTION,2023-04-04,,,2023-04-08,,,1132.12,,,1132.12,,,1.000,,,1.000,,,,,,
2,Simba,6230,SUPER D3 60000 I.U. TAB,D,M,68.0,STRIP,2023-04-18,2023-03-26,,,,,1720.54,1374.75,,,,,41.000,36.000,,,,,,,,
2,Simba,6776,PANTOP MPS SYP,D,M,408.4,BOTTLE,2023-04-19,2023-04-11,,2023-04-19,,,3023.64,2878.31,,215.47,,,55.000,60.000,,4.000,,,1,1,1,1.0
2,Simba,7224,MOXIEYE 0.5%W/V 5ML EYE DROPS,C,F,72.5,BOTTLE,2023-04-20,2023-03-30,,,,,5464.81,4471.00,,,,,58.000,50.000,,,,,1,1,1,0.0
2,Simba,7365,BILUMA ADVANCE SKIN BRIGHTNING FACE WASH 100 ML,C,M,361.8,TUBE,2023-04-20,2023-04-07,2023-03-29,2023-03-23,,,10741.22,12447.60,0.00,406.78,,,25.000,30.000,4.000,1.000,,,,,,
2,Simba,7707,"10 LI M 500 SR TABLET 10 NO`S",D,S,0.0,NaN,2023-03-27,2023-04-15,2023-03-29,,,,261.80,1653.14,-525.98,,,,3.000,22.000,7.000,,,1.000,6,6,3,6.0
2,Simba,8506,TRIKA 0.25 MG 15TAB,C,F,11.5,STRIP,2023-04-20,2023-04-19,2023-04-05,2023-04-11,,,14179.99,13360.20,0.00,341.39,,,672.000,660.000,82.000,17.000,,,4,4,4,11.0
2,Simba,9096,LEVOQUIN 250 5TAB LEVOFLOXACIN(250MG),D,S,16.8,STRIP,2023-04-20,,,,,,168.80,,,,,,16.000,,,,,,,,,
2,Simba,9134,NOCOLD N/F 60ML SYRUP (NON RETURNABLE),D,S,119.2,BOTTLE,2023-04-14,2023-03-21,,,,,622.90,330.25,,,,,39.000,25.000,,,,,,,,
2,Simba,9902,NEW NUTROLIN B SYRUP 60ML,B,F,237.2,BOTTLE,2023-04-20,2023-04-19,2023-04-12,2023-04-13,,,11404.72,19273.28,-178.45,326.19,,,294.000,540.000,9.000,9.000,,,11,11,5,23.0
2,Simba,9969,JOCAL-1000MG TAB,D,S,42.3,STRIP,2023-04-19,2023-04-12,2023-04-19,2023-04-04,,,1332.34,784.10,0.00,75.67,,,18.000,11.000,2.000,1.000,,,,,,
2,Simba,10197,TELSARTAN TRIO TAB,D,S,119.1,BOTTLE,2023-04-19,2023-04-12,2023-04-18,,,,4171.89,5560.80,0.00,,,,15.000,20.000,2.000,,,,,,,
2,Simba,10304,S-MUCOLITE SYRUP,B,F,202.6,BOTTLE,2023-04-20,2023-03-29,,2023-04-12,,,8092.33,10125.10,,377.62,,,106.000,150.000,,5.000,,,,,,
2,Simba,10469,ZEST SYP,B,F,574.0,BOTTLE,2023-04-20,,,2023-04-14,,,329.16,,,488.58,,,3.000,,,5.000,,,,,,
2,Simba,10610,MOVERAN MR TAB,C,M,20.1,STRIP,2023-04-19,2023-03-22,,,,,6526.45,6930.00,,,,,105.000,120.000,,,,,2,2,2,2.0
2,Simba,10692,CARVIC CAP,B,F,74.2,STRIP,2023-04-20,2023-04-12,2023-04-18,2023-04-20,,,54526.14,38572.00,0.00,1431.47,,,288.000,220.000,36.000,7.000,,,2,3,3,-29.0
2,Simba,11637,SENSODYNE F MINT 150G,C,F,281.60999999999996,TUBE,2023-04-20,2023-04-08,2023-04-20,2023-04-20,,,52216.70,67949.28,0.00,162.12,,,325.000,432.000,1082.000,1.000,,,2,2,2,-28.0
2,Simba,11778,STIMULIV SYRUP 100ML,D,M,288.2,BOTTLE,2023-04-13,,,2023-04-12,,,3425.74,,,74.05,,,51.000,,,1.000,,,1,1,1,6.0
2,Simba,12390,BROZEET LS DROPS 15ML,C,F,113.2,BOTTLE,2023-04-20,2023-04-13,2023-04-07,2023-04-13,,,9958.70,14060.69,0.00,240.07,,,221.000,340.000,34.000,5.000,,,,,,
2,Simba,12721,MYCEPT S 180MG 10TAB,D,S,27.3,STRIP,2023-04-12,2023-04-18,,,,,7831.20,2160.00,,,,,34.000,10.000,,,,,1,1,1,0.0
2,Simba,13288,KINETOZYME 10TAB,D,M,15.8,STRIP,2023-04-20,2023-04-20,2023-04-10,2023-04-03,,,4026.11,3793.00,0.00,160.13,,,50.000,50.000,6.000,2.000,,1.000,1,1,1,1.0
2,Simba,14924,SM CLEANSING BAR,C,F,161.4,BOX,2023-04-20,2023-04-20,2023-04-16,2023-04-15,,,14213.08,17904.24,1657.80,617.96,,,161.000,216.000,56.000,7.000,,,3,3,3,5.0
2,Simba,15684,UPRISE D3 60K SF 4X5ML SYRUP,C,M,28.2,BOTTLE,2023-04-18,2023-04-12,2023-04-20,2023-04-20,,,16379.16,16457.60,2262.92,434.26,,,77.000,80.000,63.000,2.000,,1.000,3,4,3,213.0
2,Simba,15761,NEW DEWSOFT LOTION 100 ML,C,M,205.4,BOTTLE,2023-04-18,2023-04-13,2023-03-29,2023-04-18,,,3343.22,4857.00,0.00,771.72,,,13.000,20.000,2.000,3.000,,,,,,
2,Simba,16931,PREGEB M 75 10CAP,B,F,57.7,STRIP,2023-04-20,2023-04-19,2023-03-28,2023-04-11,,,32904.73,24416.90,0.00,5404.96,,,246.000,190.000,8.000,42.000,,2.000,8,8,7,17.0
2,Simba,16958,ESAM AT 10TAB,D,S,13.3,STRIP,2023-04-19,2023-04-03,,,,,3282.90,3653.00,,,,,43.000,50.000,,,,,,,,
2,Simba,17425,PYNOMAX TX 10TAB,C,M,44.3,STRIP,2023-04-19,,2023-04-19,2023-04-08,,,11302.26,,-178.72,282.98,,,119.000,,78.000,3.000,,2.000,5,6,4,10.0
2,Simba,17798,METAFORTE -G 853 10TAB,D,S,38.0,STRIP,2023-04-15,2023-03-30,2023-04-10,2023-04-19,,,3033.05,3586.80,0.00,561.97,,,32.000,40.000,6.000,6.000,,,1,1,1,0.0
2,Simba,17806,OLMIN  20 CH 10TAB,C,F,29.2,STRIP,2023-04-20,2023-03-30,,2023-04-05,,,14081.11,14347.50,,100.97,,,139.000,150.000,,1.000,,,1,1,1,0.0
2,Simba,17905,KETOROL-DT TAB,A,F,41.5,STRIP,2023-04-20,2023-04-16,2023-04-17,2023-04-11,,,219658.57,264152.00,-5094.36,1810.26,,,2191.000,2800.000,60.000,18.000,,5.000,42,46,7,79.0
2,Simba,18368,ARJUNA 60CAP,D,M,166.0,BOTTLE,2023-04-19,2023-04-10,,,,,5645.81,7762.50,,,,,37.000,60.000,,,,,1,1,1,2.0
2,Simba,18957,PLATECAN 10CAP,D,S,0.0,NaN,2023-04-15,2023-04-05,,,,,1639.59,1266.41,,,,,13.000,11.000,,,,,1,1,1,5.0
2,Simba,18989,RETIGARD I 30TAB,D,S,3617.866000000001,BOTTLE,2023-04-13,2023-03-30,,2023-04-14,,,2054.80,3960.00,,844.80,,,5.000,10.000,,2.000,,,,,,
2,Simba,19000,ASTRIMAX 100GM DENTAL GEL,D,S,0.0,NaN,2023-04-18,2023-04-20,2023-04-17,,,,1812.47,2403.98,0.00,,,,25.000,36.000,6.000,,,,,,,
2,Simba,19960,MONTAIR 10MG 15TAB,B,F,30.1,STRIP,2023-04-20,2023-04-20,2023-04-10,,,,34332.09,36413.60,0.00,,,,205.000,230.000,20.000,,,,1,1,1,1.0
2,Simba,21002,TAZZLE 10MG 10TAB,C,M,12.8,STRIP,2023-04-19,2023-03-30,2023-04-16,2023-04-17,,,17781.56,25802.08,0.00,898.77,,,61.000,100.000,12.000,3.000,,,2,2,2,5.0
2,Simba,21004,CYBLEX M 80 15 TAB,B,F,32.1,STRIP,2023-04-20,2023-04-14,2023-04-04,2023-04-13,,,30891.30,31551.40,0.00,885.70,,,352.000,380.000,44.000,10.000,,1.000,4,4,3,-7.0
2,Simba,21005,CYBLEX  MV 80.2  15 TAB,A,F,40.5,STRIP,2023-04-20,2023-04-08,2023-04-16,2023-04-11,,,87136.01,45963.00,0.00,1597.77,,,572.000,300.000,4.000,10.000,,2.000,,,,
2,Simba,18516,NAYLIV 30TAB,D,S,0.0,NaN,2023-04-16,2023-04-13,,,,,544.03,1209.63,,,,,5.000,12.000,,,,,,,,
2,Simba,18728,TUSQ DX 100ML LIQUID,A,F,212.0,BOTTLE,2023-04-20,2023-04-13,2023-04-20,2023-04-20,,,198070.79,61858.08,0.00,5329.19,,,3371.000,1080.000,230.000,90.000,,,8,8,8,21.0
2,Simba,20495,OLMY D 20MG 10TAB,D,S,50.8,STRIP,2023-04-14,2023-03-24,2023-04-19,,,,1442.36,1244.60,871.22,,,,11.000,10.000,7.000,,,,1,1,1,3.0
2,Simba,20526,PPTROY D 10CAP,D,S,50.8,STRIP,2023-04-12,,,,,,354.20,,,,,,4.000,,,,,,,,,
2,Simba,20591,MEGABROM E/D 5ML,B,F,149.5,BOTTLE,2023-04-20,2023-04-14,2023-03-24,2023-04-17,2023-03-29,2023-03-29,44200.64,52939.35,0.00,364.29,411.44,411.44,365.000,450.000,16.000,3.000,4.000,,1,1,1,0.0
2,Simba,21279,DURAJOINT GM 10TAB,C,M,30.9,STRIP,2023-04-18,2023-04-17,2023-03-27,2023-04-18,,,12494.08,10501.00,-420.04,1551.84,,,56.000,50.000,2.000,7.000,,,1,1,1,2.0
